"Offense","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","Season #G","Season SOS"
"GB","2.691782417310586","3.8239470234850454","4.820695633133519","4.1559805781526205","5.41112133476563","6.115150392021423","5.216066716057949","2.3429579370494964","10","0.591874967628781","4.0875965853650955","2.6355624453031745","3.8239470234850454","","0","5.244396758713982","2.691782417310586","10","17","2.989537247029601"
"NE","5.244396758713982","4.163461388813911","5.449904886295159","0.6159645260517114","10","0.5055790145671368","3.544853888116487","5.229512204305321","3.3983044489677807","","5.229512204305321","2.691782417310586","2.3429579370494964","5.581107831046644","3.119319667361771","4.275257247230236","5.244396758713982","2.3429579370494964","17","2.9440805742103264"
"BLT","5.229512204305321","5.244396758713982","4.1559805781526205","2.3429579370494964","4.275257247230236","6.327515733556476","0","4.820695633133519","3.545410241048816","","5.34722906211779","5.033045317085362","5.168696367960086","4.163461388813911","0.43235758034162136","8.551731141605913","4.163461388813911","4.275257247230236","17","6.655804884201122"
"NO","8.551731141605913","4.820695633133519","5.34722906211779","2.691782417310586","6.936231749438234","4.999288654469314","5.381420024776452","3.119319667361771","5.449904886295159","4.163461388813911","0","1.2209576812686382","4.820695633133519","","8.551731141605913","0.43235758034162136","2.6355624453031745","5.34722906211779","17","2.367314439366035"
"SEA","5.168696367960086","1.2209576812686382","8.551731141605913","10","3.545410241048816","6.5262901027061275","5.428636280010961","5.41112133476563","5.581107831046644","4.820695633133519","","3.119319667361771","0","5.34722906211779","1.2209576812686382","3.8240440336913606","5.229512204305321","0","17","8.53562534758995"
"PIT","4.275257247230236","4.1559805781526205","0.43235758034162136","5.229512204305321","2.3429579370494964","5.637099147890482","5.029493126211734","2.6355624453031745","","3.545410241048816","4.275257247230236","3.3983044489677807","8.551731141605913","5.449904886295159","5.34722906211779","3.119319667361771","5.449904886295159","0.43235758034162136","17","4.044611767631912"
"MIN","0.6159645260517114","2.6355624453031745","10","3.545410241048816","3.8239470234850454","6.132555703486659","","5.581107831046644","5.422903697974042","2.3429579370494964","0.591874967628781","4.1559805781526205","5.229512204305321","10","3.3983044489677807","5.41112133476563","0.6159645260517114","3.8239470234850454","17","3.7672129623084527"
"ATL","3.545410241048816","0","6.936231749438234","0.43235758034162136","4.820695633133519","1.4277316031702991","4.016558623671712","5.34722906211779","5.626282655694554","5.34722906211779","3.8239470234850454","5.422903697974042","4.163461388813911","","3.545410241048816","5.449904886295159","5.581107831046644","4.820695633133519","17","3.084135153008709"
"SF","3.8239470234850454","6.936231749438234","5.168696367960086","0","5.34722906211779","10","3.5449552821716375","0","","5.626282655694554","5.581107831046644","3.545410241048816","5.244396758713982","4.820695633133519","6.936231749438234","5.422903697974042","3.119319667361771","5.581107831046644","17","8.316507003099781"
"PHI","10","2.691782417310586","5.422903697974042","5.033045317085362","5.581107831046644","0.6921112904838516","","4.163461388813911","6.171568241087659","5.422903697974042","3.3983044489677807","0.6159645260517114","4.0875965853650955","5.41112133476563","3.8239470234850454","0.591874967628781","3.545410241048816","5.41112133476563","17","5.0487972895730255"
